occurrenceID,eventID,basisOfRecord,taxonID,scientificName,recordedBy,occurrenceStatus,individualCount,organismQuantity,organismQuantityType,publicDisplay,dataAccess,lifeStage,sex,reproductiveCondition,behavior,covariateSample,preparations,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,identificationVerificationStatus,occurrenceRemarks,materialSampleID,recordNumber,organismRemarks,identificationID,diameter,diameter_flag,height,height_flag,pitchTubes,exitHoles,activeBranchCanker,inactiveBranchCanker,activeBoleCanker,inactiveBoleCanker,deadTop,percentLive,boleChar_text,boleChar_numeric,damageCodes,verbatimLatitude,verbatimLongitude
E71-PILA8,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"W?, healthy, old dead branch from mech",,,,,30,estimated,18.6,measured,NA,NA,0,0,0,0,N,98,N,0,MECH,37.69424705,-119.7057685
E71-PILA9,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"W?, healthy, old dead branch likely mech",,,,,60,estimated,32.8,measured,NA,NA,0,0,0,0,N,98,N,0,MECH,37.69485485,-119.7050174
E71-PILA10,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"W?, healthy",,,,,30,estimated,18.5,measured,NA,NA,0,0,0,0,N,99,N,0,,37.69429235,-119.7056843
E71-PILA11,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"W?, two leaders",,,,,80,estimated,28,estimated,NA,NA,0,0,0,0,N,99,N,0,,37.69437496,-119.706275
E71-PILA12,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"multiple leaders, broken branch from mech",,,,,60,estimated,21.4,measured,NA,NA,0,0,0,0,N,97,N,0,BROK|MECH,37.69522734,-119.7050478
E71-PILA13,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,20,estimated,18.1,measured,NA,NA,0,0,0,0,N,99,N,0,,37.69438415,-119.7057657
E71-PILA14,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,30,estimated,16.2,measured,NA,NONE,0,0,0,0,N,99,N,0,,37.69420941,-119.7043466
E71-PILA15,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,"2 leaders, 1 dead w/ wood pecker holes, mech, old pitch",,,,,18.4,measured,8.9,measured,NONE,NONE,0,0,0,0,N,97,N,0,MECH|BIRD,37.69402921,-119.704594
E71-PILA16,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,NA,,,,,42.2,measured,20.2,measured,NONE,NONE,0,0,0,0,N,96,Y,4,BROK|FIRE,37.69420474,-119.7043189
E71-PILA17,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,22.1,measured,11.6,measured,NONE,NONE,0,0,0,0,N,99,Y,3,FIRE,37.69420474,-119.7043068
E71-PILA18,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,NA,,,,,26.7,measured,15.1,measured,NONE,NONE,0,0,0,0,N,99,Y,8,FIRE,37.69422607,-119.7042641
E71-PILA19,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,80,estimated,30.7,measured,NONE,NA,0,0,0,0,N,99,N,0,,37.69351892,-119.7044934
E71-PILA20,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,18,estimated,13,estimated,NA,NA,0,0,0,0,N,99,NA,NA,,37.69437656,-119.7040939
E71-PILA21,71,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",MDM|EAS,present,1,1,individual,yes,unrestricted,,,NA,,,,MDM|EAS,2023-07-12,,,,,healthy,,,,,19,estimated,20,estimated,NA,NA,0,0,0,0,N,99,NA,NA,,37.6943946,-119.7040731
E72-PILA1,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"wood borer around fire scar. cones, 2 sus branches, broken top, MIST?",,,,,143.5,measured,47.9,measured,NONE,NONE,0,0,0,0,N,99,Y,NA,BROK|MIST,37.68105738,-119.6910544
E72-PILA2,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"wood borer, fire scar into wood(~3m scar) cones, 3 sus branches, MIST",,,,,201.5,measured,60.3,measured,NONE,NONE,0,0,0,0,N,99,Y,3,MIST|FIRE,37.68097719,-119.6911007
E72-PILA3,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,too old to assess. SD,,,,,27.4,measured,4.1,measured,NONE,NONE,0,0,0,0,Y,0,NA,NA,SD,37.68077178,-119.6912478
E72-PILA4,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"SD, too old, likely borer",,,,,55.6,measured,34.5,measured,NONE,NONE,0,0,0,0,Y,0,NA,NA,SD,37.68074988,-119.6912642
E72-PILA5,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"SD, broken top",,,,,100.8,measured,9.6,measured,NONE,NONE,0,0,0,0,Y,0,NA,NA,SD|BROK,37.68070055,-119.6912792
E72-PILA6,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,termite insects of CANNOT READ (m) wood borer,,,,,71.5,measured,40.3,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,,37.68073601,-119.6911269
E72-PILA7,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,cones,,,,,191.3,measured,61.9,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,,37.68078963,-119.690927
E72-PILA8,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,faint fire scar,,,,,157.6,measured,55.7,measured,NONE,NONE,0,0,0,0,N,97,Y,NA,FIRE,37.6806207,-119.6910371
E72-PILA9,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"SD, lost most bark, wood borers, possible DEPO exit holes but no pitch tubes, possible DEVA, changed to N for the beetles colun after photo review, fire scar",,,,,178.9,measured,50,measured,NONE,NONE,0,0,0,0,Y,0,Y,NA,SD|FIRE,37.68051533,-119.6912953
E72-PILA10,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"1.3m fire scar, 1 poss DEPO/DEVA pitch tube",,,,,162.1,measured,51.3,measured,NONE,NONE,0,0,0,0,N,99,Y,1.3,FIRE,37.68045142,-119.6909118
E72-PILA11,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"fire scar ~10m, MECH near base",,,,,127.3,measured,42.4,measured,NONE,NONE,0,0,0,0,N,98,Y,10,MECH|FIRE,37.68085532,-119.6904587
E72-PILA12,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"sparse, MECH & MIST, fire scar ~3m, cones",,,,,182.4,measured,50.9,measured,NONE,NONE,0,0,0,0,N,94,Y,3,MECH|MIST|FIRE,37.68061674,-119.6906642
E72-PILA13,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"fire scar ~3m, cones, MIST, only 2 DEVA pitch tubes",,,,,170,measured,41.5,measured,DEVA,NONE,0,0,0,0,N,96,Y,3,MIST|FIRE,37.68070153,-119.6904968
E72-PILA14,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"SD, BROKE, fire scar ~ 3m m MIST",,,,,89.9,measured,26.6,measured,DEND,DEND,0,0,0,0,Y,0,Y,3,SD|BROK|MIST,37.68044888,-119.6907543
E72-PILA15,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"low fire scar <1m, MECH",,,,,66.8,measured,26.3,measured,NONE,NONE,0,0,0,0,Y,98,Y,1,MECH|FIRE,37.680409,-119.6908835
E72-PILA16,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"MECH, needle miner",,,,,0,measured,1.2,measured,NONE,NONE,0,0,0,0,N,98,NA,NA,MECH,37.6802857,-119.6908571
E72-PILA17,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"winter flecking, pitch dots",,,,,0.8,measured,1.6,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,,37.68027368,-119.6909901
E72-PILA18,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"winter flecking, MECH",,,,,0.9,measured,1.7,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,MECH,37.68027255,-119.6909883
E72-PILA19,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,winter flecking,,,,,0.5,measured,1.4,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,,37.68027376,-119.6909667
E72-PILA20,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,winter flecking,,,,,0,measured,1.2,measured,NONE,NONE,0,0,0,0,N,99,NA,NA,,37.68026924,-119.6909597
E72-PILA21,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"~3m fire scare, wood borer in scar, cones wiggle in stem? CANNOT READ",,,,,137.9,measured,64.6,measured,NONE,NONE,0,0,0,0,N,98,Y,3,FIRE,37.68047074,-119.6906186
E72-PILA22,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"~3m fire scar, but very deep to center (same above)",,,,,165.1,measured,56.2,measured,NONE,NONE,0,0,0,0,N,99,Y,3,FIRE,37.68039623,-119.6904264
E72-PILA23,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"sus branch canker (50% Jenny, 70% Joan)",,,,,174.1,measured,67.2,measured,NONE,NONE,0,1,0,0,N,96,NA,NA,,37.6802617,-119.6906661
E72-PILA24,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"old dtop, mech",,,,,194.7,measured,54.4,measured,DEVA,NONE,0,0,0,0,N,98,NA,NA,MECH,37.68025667,-119.6906275
E72-PILA25,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,small fire scar and pitching a couple cones,,,,,54.5,measured,41.7,measured,NONE,NONE,0,0,0,0,N,98,Y,NA,FIRE,37.68052442,-119.6904929
E72-PILA26,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"DTOP, MECH, pitching",,,,,67,measured,51.5,measured,NONE,NONE,0,0,0,0,Y,94,NA,NA,DTOP|MECH,37.68040844,-119.6908826
E72-PILA27,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"low fire scar <1m, MECH",,,,,127.9,measured,53.6,measured,NONE,NONE,0,0,0,0,N,99,Y,NA,FIRE,37.68050834,-119.6903739
E72-PILA28,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"growing into an ABCO similar DBH, low fire scar, cones, scatted flaglets",,,,,65.3,measured,36.9,measured,NONE,NONE,0,0,0,0,N,97,Y,NA,FIRE,37.68032613,-119.6904072
E72-PILA29,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,1 flag due to MIST-old or supression,,,,,36.1,measured,21.2,measured,NONE,NONE,0,0,0,0,N,96,NA,NA,MIST,NA,NA
E72-PILA30,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,cone-bearing,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"cones, low fire scar - pitching",,,,,195.5,measured,45.5,measured,NONE,NONE,0,0,0,0,N,99,Y,NA,FIRE,37.68026216,-119.6896425
E72-PILA31,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"needle miner, winter flecking",,,,,0,measured,1.1,measured,NONE,NONE,0,0,0,0,N,93,NA,NA,,37.67994617,-119.6897795
E72-PILA32,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"needle miner, winter flecking",,,,,0,measured,1.37,measured,NONE,NONE,0,0,0,0,N,95,NA,NA,,37.67993214,-119.6897937
E72-PILA33,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,"needle miner, winter flecking",,,,,0.4,measured,1.4,measured,NONE,NONE,0,0,0,0,N,96,NA,NA,,37.67993327,-119.6897954
E72-PILA34,72,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JCD|EMS|EAS|TMD|MDM|SWA,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JCD|EMS|EAS|TMD|MDM|SWA,2023-06-26,,,,,across creek,,,,,2.4,measured,1.8,measured,NONE,NONE,0,0,0,0,N,100,NA,NA,,37.67992904,-119.6897924
E73-PILA1,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,20.2,measured,9.3,measured,NONE,NONE,0,0,0,0,0,95,Y,0.1,MECH|FIRE,37.68810675,-119.6852464
E73-PILA2,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,16.4,measured,8,measured,NONE,NONE,0,0,0,0,0,96,Y,0.1,MECH|FIRE,37.68811928,-119.68523
E73-PILA3,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,26.8,measured,10.8,measured,NONE,NONE,0,0,0,0,0,96,Y,1,FIRE,37.68812794,-119.6852486
E73-PILA4,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,26.4,measured,11.8,measured,NONE,NONE,0,0,0,0,0,95,N,0,MECH,37.68809772,-119.6853042
E73-PILA5,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,"faint fire scar, flag probably suppression",,,,,46,measured,26.5,measured,NONE,NONE,0,0,0,0,0,96,Y,2,FIRE,37.68815688,-119.685324
E73-PILA6,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,Too old to assess for WPBR,,,,,148.9,measured,33,measured,DEPO_DEVA,DEPO_DEVA,NA,NA,NA,NA,1,0,Y,7,FIRE,37.68828829,-119.6853105
E73-PILA7,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,Too old to assess for WPBR,,,,,64.1,measured,40.3,measured,DEPO_DEVA,DEPO_DEVA,NA,NA,NA,NA,1,0,Y,6,FIRE,37.68833142,-119.6853173
E73-PILA8,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,No bark so too hard to assess,,,,,81.2,measured,56.1,measured,NA,NA,NA,NA,NA,NA,1,0,NA,NA,,37.68834869,-119.6852941
E73-PILA9,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,"Bark peeling, may have had a bole canker, wood borers",,,,,138.9,measured,48.8,measured,DEPO,DEND,0,0,0,0,1,0,Y,18.1,FIRE,37.68837826,-119.685286
E73-PILA10,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,"mech--pitching, wood borers",,,,,66.6,measured,43.5,measured,NONE,NONE,0,0,0,0,0,96,Y,10,MECH|FIRE,37.68840111,-119.6852358
E73-PILA11,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,99.6,measured,43.6,measured,NONE,NONE,0,0,0,0,0,97,Y,8.3,FIRE,37.68842597,-119.685126
E73-PILA12,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,60.7,measured,32.4,measured,NONE,NONE,0,0,0,0,0,97,Y,0.5,FIRE,37.68840602,-119.685099
E73-PILA13,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,79,measured,40.9,measured,NONE,NONE,0,0,0,0,0,97,Y,0.1,FIRE,37.68832899,-119.685034
E73-PILA14,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,0.8,measured,1.5,measured,NONE,NONE,0,0,0,0,0,95,N,0,,37.68826931,-119.6854567
E73-PILA15,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,flag probably suppression,,,,,51,measured,26.4,measured,NONE,NONE,0,0,0,0,0,96,Y,1.5,FIRE,37.68826477,-119.6855149
E73-PILA16,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,"a few flaglets, small holes--similar to photos for Bev",,,,,50.6,measured,30.1,measured,NONE,NONE,0,0,0,0,0,97,Y,1.3,FIRE,37.6885344,-119.6855434
E73-PILA17,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,121.8,measured,54.9,measured,NONE,NONE,0,0,0,0,0,97,N,0,,37.688326,-119.6857402
E73-PILA18,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,"Next to stream from spring, a few flaglets, small holes--similar to photos for Bev",,,,,111.3,measured,47.1,measured,NONE,NONE,0,0,0,0,0,97,Y,0.3,FIRE,37.68821053,-119.6857774
E73-PILA19,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,old dead leader,,,,,19.9,measured,11.2,measured,NONE,NONE,0,0,0,0,0,97,N,0,,37.68818273,-119.6857588
E73-PILA20,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,98.7,measured,48.2,measured,NONE,NONE,0,0,0,0,0,95,N,0,,37.68819151,-119.6857083
E73-PILA21,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,very deep fire scar,,,,,194.9,measured,49.5,measured,DEPO_DEVA,DEPO_DEVA,NA,NA,NA,NA,1,0,Y,1.6,FIRE,37.68802407,-119.6856928
E73-PILA22,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,very deep fire scar,,,,,147.6,measured,43.1,measured,DEPO_DEVA,DEPO_DEVA,NA,NA,NA,NA,1,0,Y,1.3,FIRE,37.68799494,-119.685733
E73-PILA23,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,no cones observed,,,,JEC|JSL,2023-10-13,,,,,no cones,,,,,18.8,measured,8.5,measured,NONE,NONE,0,0,0,0,0,98,N,0,,37.68797167,-119.6855012
E73-PILA24,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,25.8,measured,14.1,measured,NONE,NONE,0,0,0,0,0,99,Y,1.6,MECH|FIRE,37.68801301,-119.6854865
E73-PILA25,73,HumanObservation,PILA,"Pinus lambertiana Douglas, 1827",JEC|JSL,present,1,1,individual,yes,unrestricted,,,NA,,,,JEC|JSL,2023-10-13,,,,,NA,,,,,27.9,measured,14.4,measured,NONE,NONE,0,0,0,0,0,99,Y,1.6,MECH|FIRE,37.68800935,-119.6854538
